id,name,population,defaultLanguage
1,Burgenland,297583,de
2,Kärnten,564513,de
3,Niederösterreich,1698796,de
4,Oberösterreich,1505140,de
5,Salzburg,560710,de
6,Steiermark,1252922,de
7,Tirol,764102,de
8,Vorarlberg,401647,de
9,Wien,1931593,de
