"id","name","defaultLanguage"
"11","Île-de-France","fr"
"24","Centre-Val de Loire","fr"
"27","Bourgogne-Franche-Comté","fr"
"28","Normandie","fr"
"32","Hauts-de-France","fr"
"44","Grand Est","fr"
"52","Pays de la Loire","fr"
"53","Bretagne","fr"
"75","Nouvelle-Aquitaine","fr"
"76","Occitanie","fr"
"84","Auvergne-Rhône-Alpes","fr"
"93","Provence-Alpes-Côte d'Azur","fr"
"94","Corse","fr"
