"id","name","population","defaultLanguage"
"01","Berat",127431,"sq"
"09","Dibër",120978,"sq"
"02","Durrës",289628,"sq"
"03","Elbasan",278547,"sq"
"04","Fier",298144,"sq"
"05","Gjirokastër",62952,"sq"
"06","Korçë",210178,"sq"
"07","Kukës",77394,"sq"
"08","Lezhë",126800,"sq"
"10","Shkodër",204994,"sq"
"11","Tirana",883996,"sq"
"12","Vlorë",189282,"sq"
