"id","name","population","defaultLanguage"
"04","Ammochostos(Famagusta)",47338,"el"
"06","Keryneia(Kyrenia)",294906,"tr"
"03","Larnaka(Larnaca)",145365,"el"
"01","Lefkosia(Nicosia)",334120,"el"
"02","Lemesos(Limassol)",239842,"el"
"05","Pafos(Paphos)",90295,"el"
