Мельник,,Mielnik
Шевченко,,Shevchenko
Бойко,,Boyko
Коваленко,,Kovalenko
Бондаренко,,Bondarenko
Ткаченко,,Tkachenko
Ковальчик,,Kowalczyk
Кравченко,,Kravchenko
Олійник,,Oliynyk
Шевчук,,Shevchuk
Коваль,,Koval
Поліщук,,Polishchuk
Бондар,,Bondar
Ткачук,,Tkachuk
Мороз,,Moroz
Марченко,,Marchenko
Ли́сенко,,Lisenko
Руденко,,Rudenko
Са́вченко,,Savchenko
Петренко,,Petrenko
