Андрій,,Andriy
Борис,,Borys
Василь,,Vasyl
Віктор,,Viktor
Володимир,,Volodymyr
Дмитро,,Dmytro
Іван,,Ivan
Ігор,,Ihor
Кирило,,Kyrylo
Костянтин,, Кость,,Kostyantyn
Леонід,, Леон,,Leonid
Максим,,Maksym
Микола,,Mykola
Михайло,,Mykhaylo
Олександр,,Oleksandr
Олексій,, Олекса,,Oleksiy
Павло,,Pavlo
Петро,,Petro
Рoмaн,,Roman
Рycлан,,Ruslan
Сергій,,Serhiy
Станіслав,,Stanislav
Юрій,,Yuri
